1,1,-1.528526102168028,2,1.4204171198726288
1,1,-0.661737606332276,2,0.973851704172267
1,1,-0.006945740421101743,2,1.3332439845885977
1,1,-0.12673610134278634,2,0.468159985039323
1,1,-1.3581121862271701,2,0.8215515111267657
1,1,-1.5386914886000473,2,1.4302023421908991
1,1,-0.5454636764392538,2,1.027346832066745
1,1,-0.06099563957132581,2,1.373520568263232
1,1,0.408308515473478,2,1.3373588451814502
1,1,-0.07937333525232626,2,0.5266617812691607
1,1,-1.2770015762059472,2,0.7869939971882389
1,1,-1.5961389392392258,2,1.4721751924497681
1,1,-0.5798849389051424,2,1.0235769876881315
1,1,-0.03338523299467733,2,1.3550165262769998
1,1,0.3776205695017216,2,1.3561262405090773
1,1,-0.16996069888289123,2,0.5576811062150266
1,1,-1.2998585156490583,2,0.7852697899980923
1,1,-1.5601549632992504,2,1.3486747275562365
1,1,-0.5482775151397172,2,0.9879409864867323
1,1,-0.025106463218635966,2,1.3828683972276163
1,1,0.3098889203696751,2,1.4109949228029253
1,1,-0.2014508419068166,2,0.577626282136813
1,1,-1.3258359679791343,2,0.8325638851060133
1,1,-1.5277587391284073,2,1.353246557303006
1,1,-0.4497822527411741,2,0.9932907827302229
1,1,0.00938141003358206,2,1.3012651135454982
1,1,0.3402214388028688,2,1.4678865614314542
